ticker,date,year_quarter,close
GOOGL,2023-12-04 00:00:00-05:00,2023-Q4,134.6565704345703
GOOGL,2023-12-11 00:00:00-05:00,2023-Q4,132.27247619628906
GOOGL,2023-12-18 00:00:00-05:00,2023-Q4,141.14051818847656
GOOGL,2023-12-25 00:00:00-05:00,2023-Q4,139.34495544433594
GOOGL,2024-01-01 00:00:00-05:00,2024-Q1,135.3947296142578
GOOGL,2024-01-08 00:00:00-05:00,2024-Q1,142.29763793945312
GOOGL,2024-01-15 00:00:00-05:00,2024-Q1,146.0184326171875
GOOGL,2024-01-22 00:00:00-05:00,2024-Q1,151.8140869140625
GOOGL,2024-01-29 00:00:00-05:00,2024-Q1,142.0283203125
GOOGL,2024-02-05 00:00:00-05:00,2024-Q1,148.63197326660156
GOOGL,2024-02-12 00:00:00-05:00,2024-Q1,140.17291259765625
GOOGL,2024-02-19 00:00:00-05:00,2024-Q1,143.6044158935547
GOOGL,2024-02-26 00:00:00-05:00,2024-Q1,136.80125427246094
GOOGL,2024-03-04 00:00:00-05:00,2024-Q1,135.07553100585938
GOOGL,2024-03-11 00:00:00-04:00,2024-Q1,140.83126831054688
GOOGL,2024-03-18 00:00:00-04:00,2024-Q1,150.39759826660156
GOOGL,2024-03-25 00:00:00-04:00,2024-Q1,150.55718994140625
GOOGL,2024-04-01 00:00:00-04:00,2024-Q2,152.12332153320312
GOOGL,2024-04-08 00:00:00-04:00,2024-Q2,157.3404083251953
GOOGL,2024-04-15 00:00:00-04:00,2024-Q2,153.7093963623047
GOOGL,2024-04-22 00:00:00-04:00,2024-Q2,171.52528381347656
GOOGL,2024-04-29 00:00:00-04:00,2024-Q2,166.82691955566406
GOOGL,2024-05-06 00:00:00-04:00,2024-Q2,168.23341369628906
GOOGL,2024-05-13 00:00:00-04:00,2024-Q2,175.6251220703125
GOOGL,2024-05-20 00:00:00-04:00,2024-Q2,174.5577850341797
GOOGL,2024-05-27 00:00:00-04:00,2024-Q2,172.07391357421875
GOOGL,2024-06-03 00:00:00-04:00,2024-Q2,174.02908325195312
GOOGL,2024-06-10 00:00:00-04:00,2024-Q2,176.3533172607422
GOOGL,2024-06-17 00:00:00-04:00,2024-Q2,179.3919677734375
GOOGL,2024-06-24 00:00:00-04:00,2024-Q2,181.9086151123047
GOOGL,2024-07-01 00:00:00-04:00,2024-Q3,190.34742736816406
GOOGL,2024-07-08 00:00:00-04:00,2024-Q3,184.8247528076172
GOOGL,2024-07-15 00:00:00-04:00,2024-Q3,177.42457580566406
GOOGL,2024-07-22 00:00:00-04:00,2024-Q3,166.7786865234375
GOOGL,2024-07-29 00:00:00-04:00,2024-Q3,166.43914794921875
GOOGL,2024-08-05 00:00:00-04:00,2024-Q3,163.45310974121094
GOOGL,2024-08-12 00:00:00-04:00,2024-Q3,162.74404907226562
GOOGL,2024-08-19 00:00:00-04:00,2024-Q3,165.4005126953125
GOOGL,2024-08-26 00:00:00-04:00,2024-Q3,163.1634979248047
GOOGL,2024-09-02 00:00:00-04:00,2024-Q3,150.72000122070312
GOOGL,2024-09-09 00:00:00-04:00,2024-Q3,157.2513427734375
GOOGL,2024-09-16 00:00:00-04:00,2024-Q3,163.58999633789062
GOOGL,2024-09-23 00:00:00-04:00,2024-Q3,163.9499969482422
NVDA,2023-07-31 00:00:00-04:00,2023-Q3,44.662803649902344
NVDA,2023-08-07 00:00:00-04:00,2023-Q3,40.83928298950195
NVDA,2023-08-14 00:00:00-04:00,2023-Q3,43.2823371887207
NVDA,2023-08-21 00:00:00-04:00,2023-Q3,46.00028991699219
NVDA,2023-08-28 00:00:00-04:00,2023-Q3,48.49032974243164
NVDA,2023-09-04 00:00:00-04:00,2023-Q3,45.55446243286133
NVDA,2023-09-11 00:00:00-04:00,2023-Q3,43.886722564697266
NVDA,2023-09-18 00:00:00-04:00,2023-Q3,41.597412109375
NVDA,2023-09-25 00:00:00-04:00,2023-Q3,43.48584747314453
NVDA,2023-10-02 00:00:00-04:00,2023-Q4,45.7481575012207
NVDA,2023-10-09 00:00:00-04:00,2023-Q4,45.44724655151367
NVDA,2023-10-16 00:00:00-04:00,2023-Q4,41.374481201171875
NVDA,2023-10-23 00:00:00-04:00,2023-Q4,40.48775100708008
NVDA,2023-10-30 00:00:00-04:00,2023-Q4,44.991390228271484
NVDA,2023-11-06 00:00:00-05:00,2023-Q4,48.32038116455078
NVDA,2023-11-13 00:00:00-05:00,2023-Q4,49.2830924987793
NVDA,2023-11-20 00:00:00-05:00,2023-Q4,47.76155471801758
NVDA,2023-11-27 00:00:00-05:00,2023-Q4,46.750850677490234
NVDA,2023-12-04 00:00:00-05:00,2023-Q4,47.49163055419922
NVDA,2023-12-11 00:00:00-05:00,2023-Q4,48.87950897216797
NVDA,2023-12-18 00:00:00-05:00,2023-Q4,48.81952667236328
NVDA,2023-12-25 00:00:00-05:00,2023-Q4,49.511375427246094
NVDA,2024-01-01 00:00:00-05:00,2024-Q1,49.086463928222656
NVDA,2024-01-08 00:00:00-05:00,2024-Q1,54.69825744628906
NVDA,2024-01-15 00:00:00-05:00,2024-Q1,59.478233337402344
NVDA,2024-01-22 00:00:00-05:00,2024-Q1,61.017906188964844
NVDA,2024-01-29 00:00:00-05:00,2024-Q1,66.14580535888672
NVDA,2024-02-05 00:00:00-05:00,2024-Q1,72.11752319335938
NVDA,2024-02-12 00:00:00-05:00,2024-Q1,72.59741973876953
NVDA,2024-02-19 00:00:00-05:00,2024-Q1,78.80008697509766
NVDA,2024-02-26 00:00:00-05:00,2024-Q1,82.26134490966797
NVDA,2024-03-04 00:00:00-05:00,2024-Q1,87.50922393798828
NVDA,2024-03-11 00:00:00-04:00,2024-Q1,87.822265625
NVDA,2024-03-18 00:00:00-04:00,2024-Q1,94.273193359375
NVDA,2024-03-25 00:00:00-04:00,2024-Q1,90.34085083007812
NVDA,2024-04-01 00:00:00-04:00,2024-Q2,87.99324798583984
NVDA,2024-04-08 00:00:00-04:00,2024-Q2,88.17121124267578
NVDA,2024-04-15 00:00:00-04:00,2024-Q2,76.18722534179688
NVDA,2024-04-22 00:00:00-04:00,2024-Q2,87.72029113769531
NVDA,2024-04-29 00:00:00-04:00,2024-Q2,88.77411651611328
NVDA,2024-05-06 00:00:00-04:00,2024-Q2,89.86292266845703
NVDA,2024-05-13 00:00:00-04:00,2024-Q2,92.46348571777344
NVDA,2024-05-20 00:00:00-04:00,2024-Q2,106.4511489868164
NVDA,2024-05-27 00:00:00-04:00,2024-Q2,109.6146240234375
NVDA,2024-06-03 00:00:00-04:00,2024-Q2,120.86773681640625
NVDA,2024-06-10 00:00:00-04:00,2024-Q2,131.85789489746094
NVDA,2024-06-17 00:00:00-04:00,2024-Q2,126.55917358398438
NVDA,2024-06-24 00:00:00-04:00,2024-Q2,123.52943420410156
NVDA,2024-07-01 00:00:00-04:00,2024-Q3,125.8192367553711
NVDA,2024-07-08 00:00:00-04:00,2024-Q3,129.2289581298828
NVDA,2024-07-15 00:00:00-04:00,2024-Q3,117.91991424560547
NVDA,2024-07-22 00:00:00-04:00,2024-Q3,113.05032348632812
NVDA,2024-07-29 00:00:00-04:00,2024-Q3,107.26081848144531
NVDA,2024-08-05 00:00:00-04:00,2024-Q3,104.74104309082031
NVDA,2024-08-12 00:00:00-04:00,2024-Q3,124.56934356689453
NVDA,2024-08-19 00:00:00-04:00,2024-Q3,129.3589324951172
NVDA,2024-08-26 00:00:00-04:00,2024-Q3,119.35979461669922
NVDA,2024-09-02 00:00:00-04:00,2024-Q3,102.82120513916016
NVDA,2024-09-09 00:00:00-04:00,2024-Q3,119.08981323242188
NVDA,2024-09-16 00:00:00-04:00,2024-Q3,116.0
NVDA,2024-09-23 00:00:00-04:00,2024-Q3,121.4000015258789
META,2023-07-31 00:00:00-04:00,2023-Q3,309.7972717285156
META,2023-08-07 00:00:00-04:00,2023-Q3,300.7345275878906
META,2023-08-14 00:00:00-04:00,2023-Q3,282.39971923828125
META,2023-08-21 00:00:00-04:00,2023-Q3,284.6429748535156
META,2023-08-28 00:00:00-04:00,2023-Q3,295.4903259277344
META,2023-09-04 00:00:00-04:00,2023-Q3,296.99578857421875
META,2023-09-11 00:00:00-04:00,2023-Q3,299.4084777832031
META,2023-09-18 00:00:00-04:00,2023-Q3,298.18218994140625
META,2023-09-25 00:00:00-04:00,2023-Q3,299.308837890625
META,2023-10-02 00:00:00-04:00,2023-Q4,314.4831237792969
META,2023-10-09 00:00:00-04:00,2023-Q4,313.745361328125
META,2023-10-16 00:00:00-04:00,2023-Q4,307.72344970703125
META,2023-10-23 00:00:00-04:00,2023-Q4,295.83929443359375
META,2023-10-30 00:00:00-04:00,2023-Q4,313.6556396484375
META,2023-11-06 00:00:00-05:00,2023-Q4,327.7830505371094
META,2023-11-13 00:00:00-05:00,2023-Q4,334.0342712402344
META,2023-11-20 00:00:00-05:00,2023-Q4,337.2147216796875
META,2023-11-27 00:00:00-05:00,2023-Q4,323.844970703125
META,2023-12-04 00:00:00-05:00,2023-Q4,331.7511291503906
META,2023-12-11 00:00:00-05:00,2023-Q4,333.9146423339844
META,2023-12-18 00:00:00-05:00,2023-Q4,352.3291931152344
META,2023-12-25 00:00:00-05:00,2023-Q4,352.8974609375
META,2024-01-01 00:00:00-05:00,2024-Q1,350.8935241699219
META,2024-01-08 00:00:00-05:00,2024-Q1,373.3658142089844
META,2024-01-15 00:00:00-05:00,2024-Q1,382.2989501953125
META,2024-01-22 00:00:00-05:00,2024-Q1,392.9568786621094
META,2024-01-29 00:00:00-05:00,2024-Q1,473.56414794921875
META,2024-02-05 00:00:00-05:00,2024-Q1,466.7048034667969
META,2024-02-12 00:00:00-05:00,2024-Q1,471.899169921875
META,2024-02-19 00:00:00-05:00,2024-Q1,482.5770263671875
META,2024-02-26 00:00:00-05:00,2024-Q1,501.323486328125
META,2024-03-04 00:00:00-05:00,2024-Q1,504.9664611816406
META,2024-03-11 00:00:00-04:00,2024-Q1,483.1589050292969
META,2024-03-18 00:00:00-04:00,2024-Q1,508.58935546875
META,2024-03-25 00:00:00-04:00,2024-Q1,484.6360168457031
META,2024-04-01 00:00:00-04:00,2024-Q2,526.3148803710938
META,2024-04-08 00:00:00-04:00,2024-Q2,510.90484619140625
META,2024-04-15 00:00:00-04:00,2024-Q2,480.1347961425781
META,2024-04-22 00:00:00-04:00,2024-Q2,442.4282531738281
META,2024-04-29 00:00:00-04:00,2024-Q2,451.08135986328125
META,2024-05-06 00:00:00-04:00,2024-Q2,475.2742919921875
META,2024-05-13 00:00:00-04:00,2024-Q2,470.99261474609375
META,2024-05-20 00:00:00-04:00,2024-Q2,477.29034423828125
META,2024-05-27 00:00:00-04:00,2024-Q2,465.9224548339844
META,2024-06-03 00:00:00-04:00,2024-Q2,492.0016784667969
META,2024-06-10 00:00:00-04:00,2024-Q2,503.1799011230469
META,2024-06-17 00:00:00-04:00,2024-Q2,494.3084411621094
META,2024-06-24 00:00:00-04:00,2024-Q2,503.73944091796875
META,2024-07-01 00:00:00-04:00,2024-Q3,539.3953857421875
META,2024-07-08 00:00:00-04:00,2024-Q3,498.39453125
META,2024-07-15 00:00:00-04:00,2024-Q3,476.3356018066406
META,2024-07-22 00:00:00-04:00,2024-Q3,465.25616455078125
META,2024-07-29 00:00:00-04:00,2024-Q3,487.6747741699219
META,2024-08-05 00:00:00-04:00,2024-Q3,517.2765502929688
META,2024-08-12 00:00:00-04:00,2024-Q3,526.9172973632812
META,2024-08-19 00:00:00-04:00,2024-Q3,527.4967651367188
META,2024-08-26 00:00:00-04:00,2024-Q3,520.8131713867188
META,2024-09-02 00:00:00-04:00,2024-Q3,499.7931823730469
META,2024-09-09 00:00:00-04:00,2024-Q3,524.1199951171875
META,2024-09-16 00:00:00-04:00,2024-Q3,560.81494140625
META,2024-09-23 00:00:00-04:00,2024-Q3,567.3599853515625
JNJ,2023-07-31 00:00:00-04:00,2023-Q3,162.67404174804688
JNJ,2023-08-07 00:00:00-04:00,2023-Q3,167.30291748046875
JNJ,2023-08-14 00:00:00-04:00,2023-Q3,165.99411010742188
JNJ,2023-08-21 00:00:00-04:00,2023-Q3,159.98910522460938
JNJ,2023-08-28 00:00:00-04:00,2023-Q3,155.5576934814453
JNJ,2023-09-04 00:00:00-04:00,2023-Q3,155.63525390625
JNJ,2023-09-11 00:00:00-04:00,2023-Q3,156.49795532226562
JNJ,2023-09-18 00:00:00-04:00,2023-Q3,155.57708740234375
JNJ,2023-09-25 00:00:00-04:00,2023-Q3,150.9727783203125
JNJ,2023-10-02 00:00:00-04:00,2023-Q4,152.8048095703125
JNJ,2023-10-09 00:00:00-04:00,2023-Q4,152.03903198242188
JNJ,2023-10-16 00:00:00-04:00,2023-Q4,148.30712890625
JNJ,2023-10-23 00:00:00-04:00,2023-Q4,141.13412475585938
JNJ,2023-10-30 00:00:00-04:00,2023-Q4,146.69802856445312
JNJ,2023-11-06 00:00:00-05:00,2023-Q4,142.73350524902344
JNJ,2023-11-13 00:00:00-05:00,2023-Q4,145.19558715820312
JNJ,2023-11-20 00:00:00-05:00,2023-Q4,147.82247924804688
JNJ,2023-11-27 00:00:00-05:00,2023-Q4,154.7515411376953
JNJ,2023-12-04 00:00:00-05:00,2023-Q4,150.8822479248047
JNJ,2023-12-11 00:00:00-05:00,2023-Q4,151.6053009033203
JNJ,2023-12-18 00:00:00-05:00,2023-Q4,151.8984375
JNJ,2023-12-25 00:00:00-05:00,2023-Q4,153.14910888671875
JNJ,2024-01-01 00:00:00-05:00,2024-Q1,157.43853759765625
JNJ,2024-01-08 00:00:00-05:00,2024-Q1,158.66966247558594
JNJ,2024-01-15 00:00:00-05:00,2024-Q1,157.97592163085938
JNJ,2024-01-22 00:00:00-05:00,2024-Q1,155.8458709716797
JNJ,2024-01-29 00:00:00-05:00,2024-Q1,153.02207946777344
JNJ,2024-02-05 00:00:00-05:00,2024-Q1,153.1686248779297
JNJ,2024-02-12 00:00:00-05:00,2024-Q1,152.9634552001953
JNJ,2024-02-19 00:00:00-05:00,2024-Q1,159.33291625976562
JNJ,2024-02-26 00:00:00-05:00,2024-Q1,159.6085662841797
JNJ,2024-03-04 00:00:00-05:00,2024-Q1,157.04885864257812
JNJ,2024-03-11 00:00:00-04:00,2024-Q1,155.72959899902344
JNJ,2024-03-18 00:00:00-04:00,2024-Q1,152.82530212402344
JNJ,2024-03-25 00:00:00-04:00,2024-Q1,155.7394561767578
JNJ,2024-04-01 00:00:00-04:00,2024-Q2,150.029296875
JNJ,2024-04-08 00:00:00-04:00,2024-Q2,145.2347412109375
JNJ,2024-04-15 00:00:00-04:00,2024-Q2,145.6186981201172
JNJ,2024-04-22 00:00:00-04:00,2024-Q2,143.87611389160156
JNJ,2024-04-29 00:00:00-04:00,2024-Q2,146.95762634277344
JNJ,2024-05-06 00:00:00-04:00,2024-Q2,147.5877227783203
JNJ,2024-05-13 00:00:00-04:00,2024-Q2,152.24444580078125
JNJ,2024-05-20 00:00:00-04:00,2024-Q2,144.69326782226562
JNJ,2024-05-27 00:00:00-04:00,2024-Q2,145.5651397705078
JNJ,2024-06-03 00:00:00-04:00,2024-Q2,145.97206115722656
JNJ,2024-06-10 00:00:00-04:00,2024-Q2,144.4436492919922
JNJ,2024-06-17 00:00:00-04:00,2024-Q2,147.6294708251953
JNJ,2024-06-24 00:00:00-04:00,2024-Q2,145.05899047851562
JNJ,2024-07-01 00:00:00-04:00,2024-Q3,145.37657165527344
JNJ,2024-07-08 00:00:00-04:00,2024-Q3,148.75096130371094
JNJ,2024-07-15 00:00:00-04:00,2024-Q3,153.5247344970703
JNJ,2024-07-22 00:00:00-04:00,2024-Q3,159.42990112304688
JNJ,2024-07-29 00:00:00-04:00,2024-Q3,162.90353393554688
JNJ,2024-08-05 00:00:00-04:00,2024-Q3,159.41004943847656
JNJ,2024-08-12 00:00:00-04:00,2024-Q3,158.18931579589844
JNJ,2024-08-19 00:00:00-04:00,2024-Q3,162.89361572265625
JNJ,2024-08-26 00:00:00-04:00,2024-Q3,164.61058044433594
JNJ,2024-09-02 00:00:00-04:00,2024-Q3,164.3800048828125
JNJ,2024-09-09 00:00:00-04:00,2024-Q3,165.52000427246094
JNJ,2024-09-16 00:00:00-04:00,2024-Q3,164.16000366210938
JNJ,2024-09-23 00:00:00-04:00,2024-Q3,161.39999389648438
PFE,2023-07-31 00:00:00-04:00,2023-Q3,32.5635986328125
PFE,2023-08-07 00:00:00-04:00,2023-Q3,33.512054443359375
PFE,2023-08-14 00:00:00-04:00,2023-Q3,34.08856964111328
PFE,2023-08-21 00:00:00-04:00,2023-Q3,33.82821273803711
PFE,2023-08-28 00:00:00-04:00,2023-Q3,33.27029037475586
PFE,2023-09-04 00:00:00-04:00,2023-Q3,31.847610473632812
PFE,2023-09-11 00:00:00-04:00,2023-Q3,31.680234909057617
PFE,2023-09-18 00:00:00-04:00,2023-Q3,30.397035598754883
PFE,2023-09-25 00:00:00-04:00,2023-Q3,30.84336280822754
PFE,2023-10-02 00:00:00-04:00,2023-Q4,30.806169509887695
PFE,2023-10-09 00:00:00-04:00,2023-Q4,29.857715606689453
PFE,2023-10-16 00:00:00-04:00,2023-Q4,28.500123977661133
PFE,2023-10-23 00:00:00-04:00,2023-Q4,27.998004913330078
PFE,2023-10-30 00:00:00-04:00,2023-Q4,29.067337036132812
PFE,2023-11-06 00:00:00-05:00,2023-Q4,27.41219139099121
PFE,2023-11-13 00:00:00-05:00,2023-Q4,28.196426391601562
